Episode 1/2000 | Reward: -23.08 | Epsilon: 1.00
Episode 831/2000 | Reward: 291.16 | Epsilon: 0.08
Episode 832/2000 | Reward: 388.52 | Epsilon: 0.08
Episode 833/2000 | Reward: 289.66 | Epsilon: 0.08
Episode 834/2000 | Reward: 678.99 | Epsilon: 0.08
Episode 835/2000 | Reward: 634.62 | Epsilon: 0.08
Episode 836/2000 | Reward: -34.10 | Epsilon: 0.08
Episode 837/2000 | Reward: 634.32 | Epsilon: 0.08
Episode 838/2000 | Reward: 506.27 | Epsilon: 0.08
Episode 839/2000 | Reward: 771.89 | Epsilon: 0.08
Episode 840/2000 | Reward: 637.41 | Epsilon: 0.08
Episode 841/2000 | Reward: 838.46 | Epsilon: 0.08
Episode 842/2000 | Reward: 446.08 | Epsilon: 0.08
Episode 843/2000 | Reward: 426.50 | Epsilon: 0.08
Episode 844/2000 | Reward: 760.22 | Epsilon: 0.08
Episode 845/2000 | Reward: 123.33 | Epsilon: 0.08
Episode 846/2000 | Reward: 414.47 | Epsilon: 0.08
Episode 847/2000 | Reward: 198.61 | Epsilon: 0.08
Episode 848/2000 | Reward: 332.79 | Epsilon: 0.08
Episode 849/2000 | Reward: 515.92 | Epsilon: 0.08
Episode 850/2000 | Reward: 268.42 | Epsilon: 0.08
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_850.h5
Episode 851/2000 | Reward: 363.50 | Epsilon: 0.08
Episode 852/2000 | Reward: 700.77 | Epsilon: 0.08
Episode 853/2000 | Reward: 355.41 | Epsilon: 0.08
Episode 854/2000 | Reward: 705.24 | Epsilon: 0.08
Episode 855/2000 | Reward: 333.33 | Epsilon: 0.08
Episode 856/2000 | Reward: 354.55 | Epsilon: 0.08
Episode 857/2000 | Reward: 699.26 | Epsilon: 0.08
Episode 858/2000 | Reward: 432.65 | Epsilon: 0.08
Episode 859/2000 | Reward: 467.31 | Epsilon: 0.08
Episode 860/2000 | Reward: 244.72 | Epsilon: 0.08
Episode 861/2000 | Reward: 77.70 | Epsilon: 0.08
Episode 862/2000 | Reward: 438.73 | Epsilon: 0.08
Episode 863/2000 | Reward: 316.97 | Epsilon: 0.07
Episode 864/2000 | Reward: 222.26 | Epsilon: 0.07
Episode 865/2000 | Reward: 341.28 | Epsilon: 0.07
Episode 866/2000 | Reward: 275.00 | Epsilon: 0.07
Episode 867/2000 | Reward: 35.58 | Epsilon: 0.07
Episode 868/2000 | Reward: -12.75 | Epsilon: 0.07
Episode 869/2000 | Reward: 341.28 | Epsilon: 0.07
Episode 870/2000 | Reward: 613.80 | Epsilon: 0.07
Episode 871/2000 | Reward: 186.62 | Epsilon: 0.07
Episode 872/2000 | Reward: 508.70 | Epsilon: 0.07
Episode 873/2000 | Reward: 578.81 | Epsilon: 0.07
Episode 874/2000 | Reward: 429.80 | Epsilon: 0.07
Episode 875/2000 | Reward: 596.63 | Epsilon: 0.07
Episode 876/2000 | Reward: 270.13 | Epsilon: 0.07
Episode 877/2000 | Reward: 358.97 | Epsilon: 0.07
Episode 878/2000 | Reward: 536.69 | Epsilon: 0.07
Episode 879/2000 | Reward: 523.08 | Epsilon: 0.07
Episode 880/2000 | Reward: 698.42 | Epsilon: 0.07
Episode 881/2000 | Reward: 87.05 | Epsilon: 0.07
Episode 882/2000 | Reward: 355.88 | Epsilon: 0.07
Episode 883/2000 | Reward: 455.56 | Epsilon: 0.07
Episode 884/2000 | Reward: 264.37 | Epsilon: 0.07
Episode 885/2000 | Reward: 510.56 | Epsilon: 0.07
Episode 886/2000 | Reward: 336.78 | Epsilon: 0.07
Episode 887/2000 | Reward: 573.76 | Epsilon: 0.07
Episode 888/2000 | Reward: 84.99 | Epsilon: 0.07
Episode 889/2000 | Reward: 360.67 | Epsilon: 0.07
Episode 890/2000 | Reward: 367.80 | Epsilon: 0.07
Episode 891/2000 | Reward: 509.15 | Epsilon: 0.07
Episode 892/2000 | Reward: 290.68 | Epsilon: 0.07
Episode 893/2000 | Reward: 551.01 | Epsilon: 0.07
Episode 894/2000 | Reward: 389.29 | Epsilon: 0.07
Episode 895/2000 | Reward: 365.99 | Epsilon: 0.07
Episode 896/2000 | Reward: 509.76 | Epsilon: 0.07
Episode 897/2000 | Reward: 555.29 | Epsilon: 0.07
Episode 898/2000 | Reward: 484.66 | Epsilon: 0.07
Episode 899/2000 | Reward: 571.59 | Epsilon: 0.07
Episode 900/2000 | Reward: 650.90 | Epsilon: 0.07
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_900.h5
Episode 901/2000 | Reward: 696.55 | Epsilon: 0.07
Episode 902/2000 | Reward: 721.31 | Epsilon: 0.07
Episode 903/2000 | Reward: 603.82 | Epsilon: 0.07
Episode 904/2000 | Reward: 741.73 | Epsilon: 0.07
Episode 905/2000 | Reward: 572.47 | Epsilon: 0.07
Episode 906/2000 | Reward: 191.67 | Epsilon: 0.07
Episode 907/2000 | Reward: 482.14 | Epsilon: 0.07
Episode 908/2000 | Reward: 627.89 | Epsilon: 0.07
Episode 909/2000 | Reward: 524.09 | Epsilon: 0.07
Episode 910/2000 | Reward: 222.78 | Epsilon: 0.06
Episode 911/2000 | Reward: 114.98 | Epsilon: 0.06
Episode 912/2000 | Reward: 202.33 | Epsilon: 0.06
Episode 913/2000 | Reward: 806.50 | Epsilon: 0.06
Episode 914/2000 | Reward: 657.35 | Epsilon: 0.06
Episode 915/2000 | Reward: 425.64 | Epsilon: 0.06
Episode 916/2000 | Reward: 662.59 | Epsilon: 0.06
Episode 917/2000 | Reward: 752.27 | Epsilon: 0.06
Episode 918/2000 | Reward: 622.97 | Epsilon: 0.06
Episode 919/2000 | Reward: 626.03 | Epsilon: 0.06
Episode 920/2000 | Reward: 577.08 | Epsilon: 0.06
Episode 921/2000 | Reward: 302.44 | Epsilon: 0.06
Episode 922/2000 | Reward: 186.57 | Epsilon: 0.06
Episode 923/2000 | Reward: 406.58 | Epsilon: 0.06
Episode 924/2000 | Reward: 748.59 | Epsilon: 0.06
Episode 925/2000 | Reward: 491.59 | Epsilon: 0.06
Episode 926/2000 | Reward: 471.43 | Epsilon: 0.06
Episode 927/2000 | Reward: 285.16 | Epsilon: 0.06
Episode 928/2000 | Reward: 309.52 | Epsilon: 0.06
Episode 929/2000 | Reward: 250.00 | Epsilon: 0.06
Episode 930/2000 | Reward: 303.45 | Epsilon: 0.06
Episode 931/2000 | Reward: 742.62 | Epsilon: 0.06
Episode 932/2000 | Reward: 537.54 | Epsilon: 0.06
Episode 933/2000 | Reward: 231.15 | Epsilon: 0.06
Episode 934/2000 | Reward: 538.23 | Epsilon: 0.06
Episode 935/2000 | Reward: 13.54 | Epsilon: 0.06
Episode 936/2000 | Reward: 364.29 | Epsilon: 0.06
Episode 937/2000 | Reward: 306.04 | Epsilon: 0.06
Episode 938/2000 | Reward: 409.74 | Epsilon: 0.06
Episode 939/2000 | Reward: 389.29 | Epsilon: 0.06
Episode 940/2000 | Reward: 538.69 | Epsilon: 0.06
Episode 941/2000 | Reward: 315.09 | Epsilon: 0.06
Episode 942/2000 | Reward: 396.58 | Epsilon: 0.06
Episode 943/2000 | Reward: 103.07 | Epsilon: 0.06
Episode 944/2000 | Reward: 664.94 | Epsilon: 0.06
Episode 945/2000 | Reward: 438.46 | Epsilon: 0.06
Episode 946/2000 | Reward: 486.67 | Epsilon: 0.06
Episode 947/2000 | Reward: 632.64 | Epsilon: 0.06
Episode 948/2000 | Reward: 735.82 | Epsilon: 0.06
Episode 949/2000 | Reward: 567.73 | Epsilon: 0.06
Episode 950/2000 | Reward: 338.65 | Epsilon: 0.06
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_950.h5
Episode 951/2000 | Reward: 552.92 | Epsilon: 0.06
Episode 952/2000 | Reward: 101.20 | Epsilon: 0.06
Episode 953/2000 | Reward: 37.93 | Epsilon: 0.06
Episode 954/2000 | Reward: 806.81 | Epsilon: 0.06
Episode 955/2000 | Reward: 411.63 | Epsilon: 0.06
Episode 956/2000 | Reward: 509.93 | Epsilon: 0.06
Episode 957/2000 | Reward: 523.24 | Epsilon: 0.06
Episode 958/2000 | Reward: 435.84 | Epsilon: 0.06
Episode 959/2000 | Reward: 571.19 | Epsilon: 0.06
Episode 960/2000 | Reward: 682.44 | Epsilon: 0.06
Episode 961/2000 | Reward: 679.66 | Epsilon: 0.06
Episode 962/2000 | Reward: 286.84 | Epsilon: 0.06
Episode 963/2000 | Reward: 185.71 | Epsilon: 0.06
Episode 964/2000 | Reward: 588.52 | Epsilon: 0.06
Episode 965/2000 | Reward: 850.18 | Epsilon: 0.06
Episode 966/2000 | Reward: 301.99 | Epsilon: 0.05
Episode 967/2000 | Reward: 446.98 | Epsilon: 0.05
Episode 968/2000 | Reward: 70.81 | Epsilon: 0.05
Episode 969/2000 | Reward: 698.48 | Epsilon: 0.05
Episode 970/2000 | Reward: 540.38 | Epsilon: 0.05
Episode 971/2000 | Reward: 810.11 | Epsilon: 0.05
Episode 972/2000 | Reward: 825.80 | Epsilon: 0.05
Episode 973/2000 | Reward: 765.61 | Epsilon: 0.05
Episode 974/2000 | Reward: 601.44 | Epsilon: 0.05
Episode 975/2000 | Reward: 398.42 | Epsilon: 0.05
Episode 976/2000 | Reward: 580.56 | Epsilon: 0.05
Episode 977/2000 | Reward: 423.51 | Epsilon: 0.05
Episode 978/2000 | Reward: 608.19 | Epsilon: 0.05
Episode 979/2000 | Reward: 655.70 | Epsilon: 0.05
Episode 980/2000 | Reward: 390.51 | Epsilon: 0.05
Episode 981/2000 | Reward: 34.68 | Epsilon: 0.05
Episode 982/2000 | Reward: 699.36 | Epsilon: 0.05
Episode 983/2000 | Reward: 625.42 | Epsilon: 0.05
Episode 984/2000 | Reward: 280.62 | Epsilon: 0.05
Episode 985/2000 | Reward: 263.64 | Epsilon: 0.05
Episode 986/2000 | Reward: 277.36 | Epsilon: 0.05
Episode 987/2000 | Reward: 495.82 | Epsilon: 0.05
Episode 988/2000 | Reward: 268.77 | Epsilon: 0.05
Episode 989/2000 | Reward: 620.00 | Epsilon: 0.05
Episode 990/2000 | Reward: 495.96 | Epsilon: 0.05
Episode 991/2000 | Reward: 343.58 | Epsilon: 0.05
Episode 992/2000 | Reward: 567.82 | Epsilon: 0.05
Episode 993/2000 | Reward: 700.00 | Epsilon: 0.05
Episode 994/2000 | Reward: 721.05 | Epsilon: 0.05
Episode 995/2000 | Reward: 578.32 | Epsilon: 0.05
Episode 996/2000 | Reward: 322.30 | Epsilon: 0.05
Episode 997/2000 | Reward: 813.39 | Epsilon: 0.05
Episode 998/2000 | Reward: 494.86 | Epsilon: 0.05
Episode 999/2000 | Reward: 833.33 | Epsilon: 0.05
Episode 1000/2000 | Reward: 471.96 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1000.h5
Episode 1001/2000 | Reward: 568.94 | Epsilon: 0.05
Episode 1002/2000 | Reward: 220.00 | Epsilon: 0.05
Episode 1003/2000 | Reward: 639.29 | Epsilon: 0.05
Episode 1004/2000 | Reward: 313.04 | Epsilon: 0.05
Episode 1005/2000 | Reward: 560.00 | Epsilon: 0.05
Episode 1006/2000 | Reward: 348.28 | Epsilon: 0.05
Episode 1007/2000 | Reward: 609.03 | Epsilon: 0.05
Episode 1008/2000 | Reward: 514.17 | Epsilon: 0.05
Episode 1009/2000 | Reward: 311.56 | Epsilon: 0.05
Episode 1010/2000 | Reward: 414.85 | Epsilon: 0.05
Episode 1011/2000 | Reward: 846.62 | Epsilon: 0.05
Episode 1012/2000 | Reward: 538.89 | Epsilon: 0.05
Episode 1013/2000 | Reward: 437.63 | Epsilon: 0.05
Episode 1014/2000 | Reward: 555.29 | Epsilon: 0.05
Episode 1015/2000 | Reward: 760.14 | Epsilon: 0.05
Episode 1016/2000 | Reward: 451.44 | Epsilon: 0.05
Episode 1017/2000 | Reward: 585.90 | Epsilon: 0.05
Episode 1018/2000 | Reward: 839.07 | Epsilon: 0.05
Episode 1019/2000 | Reward: 202.01 | Epsilon: 0.05
Episode 1020/2000 | Reward: 361.30 | Epsilon: 0.05
Episode 1021/2000 | Reward: 254.17 | Epsilon: 0.05
Episode 1022/2000 | Reward: 126.28 | Epsilon: 0.05
Episode 1023/2000 | Reward: 567.76 | Epsilon: 0.05
Episode 1024/2000 | Reward: 532.53 | Epsilon: 0.05
Episode 1025/2000 | Reward: 481.47 | Epsilon: 0.05
Episode 1026/2000 | Reward: 543.10 | Epsilon: 0.05
Episode 1027/2000 | Reward: 83.67 | Epsilon: 0.05
Episode 1028/2000 | Reward: 477.98 | Epsilon: 0.05
Episode 1029/2000 | Reward: 561.87 | Epsilon: 0.05
Episode 1030/2000 | Reward: 553.98 | Epsilon: 0.05
Episode 1031/2000 | Reward: 317.54 | Epsilon: 0.05
Episode 1032/2000 | Reward: 364.74 | Epsilon: 0.05
Episode 1033/2000 | Reward: 328.57 | Epsilon: 0.05
Episode 1034/2000 | Reward: 655.03 | Epsilon: 0.05
Episode 1035/2000 | Reward: 199.04 | Epsilon: 0.05
Episode 1036/2000 | Reward: 489.40 | Epsilon: 0.05
Episode 1037/2000 | Reward: 491.84 | Epsilon: 0.05
Episode 1038/2000 | Reward: 733.33 | Epsilon: 0.05
Episode 1039/2000 | Reward: 343.09 | Epsilon: 0.05
Episode 1040/2000 | Reward: 529.63 | Epsilon: 0.05
Episode 1041/2000 | Reward: 492.23 | Epsilon: 0.05
Episode 1042/2000 | Reward: 350.70 | Epsilon: 0.05
Episode 1043/2000 | Reward: 692.39 | Epsilon: 0.05
Episode 1044/2000 | Reward: 601.99 | Epsilon: 0.05
Episode 1045/2000 | Reward: 375.88 | Epsilon: 0.05
Episode 1046/2000 | Reward: 256.69 | Epsilon: 0.05
Episode 1047/2000 | Reward: 534.23 | Epsilon: 0.05
Episode 1048/2000 | Reward: 648.28 | Epsilon: 0.05
Episode 1049/2000 | Reward: 42.48 | Epsilon: 0.05
Episode 1050/2000 | Reward: 779.84 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1050.h5
Episode 1051/2000 | Reward: 447.70 | Epsilon: 0.05
Episode 1052/2000 | Reward: 599.32 | Epsilon: 0.05
Episode 1053/2000 | Reward: 542.14 | Epsilon: 0.05
Episode 1054/2000 | Reward: 892.91 | Epsilon: 0.05
Episode 1055/2000 | Reward: 8.07 | Epsilon: 0.05
Episode 1056/2000 | Reward: 438.17 | Epsilon: 0.05
Episode 1057/2000 | Reward: 382.76 | Epsilon: 0.05
Episode 1058/2000 | Reward: 575.96 | Epsilon: 0.05
Episode 1059/2000 | Reward: 232.14 | Epsilon: 0.05
Episode 1060/2000 | Reward: 195.62 | Epsilon: 0.05
Episode 1061/2000 | Reward: 507.14 | Epsilon: 0.05
Episode 1062/2000 | Reward: 670.00 | Epsilon: 0.05
Episode 1063/2000 | Reward: 519.94 | Epsilon: 0.05
Episode 1064/2000 | Reward: 573.68 | Epsilon: 0.05
Episode 1065/2000 | Reward: 407.52 | Epsilon: 0.05
Episode 1066/2000 | Reward: 196.58 | Epsilon: 0.05
Episode 1067/2000 | Reward: 665.12 | Epsilon: 0.05
Episode 1068/2000 | Reward: 648.20 | Epsilon: 0.05
Episode 1069/2000 | Reward: 805.14 | Epsilon: 0.05
Episode 1070/2000 | Reward: 71.97 | Epsilon: 0.05
Episode 1071/2000 | Reward: 313.69 | Epsilon: 0.05
Episode 1072/2000 | Reward: 708.82 | Epsilon: 0.05
Episode 1073/2000 | Reward: 350.33 | Epsilon: 0.05
Episode 1074/2000 | Reward: 297.55 | Epsilon: 0.05
Episode 1075/2000 | Reward: 523.82 | Epsilon: 0.05
Episode 1076/2000 | Reward: 421.74 | Epsilon: 0.05
Episode 1077/2000 | Reward: 769.43 | Epsilon: 0.05
Episode 1078/2000 | Reward: 610.84 | Epsilon: 0.05
Episode 1079/2000 | Reward: 623.48 | Epsilon: 0.05
Episode 1080/2000 | Reward: 588.89 | Epsilon: 0.05
Episode 1081/2000 | Reward: 582.27 | Epsilon: 0.05
Episode 1082/2000 | Reward: 265.08 | Epsilon: 0.05
Episode 1083/2000 | Reward: 599.30 | Epsilon: 0.05
Episode 1084/2000 | Reward: 569.01 | Epsilon: 0.05
Episode 1085/2000 | Reward: 355.13 | Epsilon: 0.05
Episode 1086/2000 | Reward: 547.06 | Epsilon: 0.05
Episode 1087/2000 | Reward: 337.06 | Epsilon: 0.05
Episode 1088/2000 | Reward: 389.36 | Epsilon: 0.05
Episode 1089/2000 | Reward: 695.77 | Epsilon: 0.05
Episode 1090/2000 | Reward: 686.01 | Epsilon: 0.05
Episode 1091/2000 | Reward: 340.12 | Epsilon: 0.05
Episode 1092/2000 | Reward: 474.19 | Epsilon: 0.05
Episode 1093/2000 | Reward: 396.50 | Epsilon: 0.05
Episode 1094/2000 | Reward: 531.40 | Epsilon: 0.05
Episode 1095/2000 | Reward: 208.97 | Epsilon: 0.05
Episode 1096/2000 | Reward: 278.05 | Epsilon: 0.05
Episode 1097/2000 | Reward: 279.93 | Epsilon: 0.05
Episode 1098/2000 | Reward: 478.60 | Epsilon: 0.05
Episode 1099/2000 | Reward: 184.40 | Epsilon: 0.05
Episode 1100/2000 | Reward: 520.92 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1100.h5
Episode 1101/2000 | Reward: 508.54 | Epsilon: 0.05
Episode 1102/2000 | Reward: 237.88 | Epsilon: 0.05
Episode 1103/2000 | Reward: 427.40 | Epsilon: 0.05
Episode 1104/2000 | Reward: 650.00 | Epsilon: 0.05
Episode 1105/2000 | Reward: 496.15 | Epsilon: 0.05
Episode 1106/2000 | Reward: 380.57 | Epsilon: 0.05
Episode 1107/2000 | Reward: 682.14 | Epsilon: 0.05
Episode 1108/2000 | Reward: 30.84 | Epsilon: 0.05
Episode 1109/2000 | Reward: 670.61 | Epsilon: 0.05
Episode 1110/2000 | Reward: 770.31 | Epsilon: 0.05
Episode 1111/2000 | Reward: 390.97 | Epsilon: 0.05
Episode 1112/2000 | Reward: 385.05 | Epsilon: 0.05
Episode 1113/2000 | Reward: 711.50 | Epsilon: 0.05
Episode 1114/2000 | Reward: 377.78 | Epsilon: 0.05
Episode 1115/2000 | Reward: 222.98 | Epsilon: 0.05
Episode 1116/2000 | Reward: 510.53 | Epsilon: 0.05
Episode 1117/2000 | Reward: 490.60 | Epsilon: 0.05
Episode 1118/2000 | Reward: 848.41 | Epsilon: 0.05
Episode 1119/2000 | Reward: 775.91 | Epsilon: 0.05
Episode 1120/2000 | Reward: 281.94 | Epsilon: 0.05
Episode 1121/2000 | Reward: 563.12 | Epsilon: 0.05
Episode 1122/2000 | Reward: 654.21 | Epsilon: 0.05
Episode 1123/2000 | Reward: 603.33 | Epsilon: 0.05
Episode 1124/2000 | Reward: 701.06 | Epsilon: 0.05
Episode 1125/2000 | Reward: 155.04 | Epsilon: 0.05
Episode 1126/2000 | Reward: 459.11 | Epsilon: 0.05
Episode 1127/2000 | Reward: 684.67 | Epsilon: 0.05
Episode 1128/2000 | Reward: 175.62 | Epsilon: 0.05
Episode 1129/2000 | Reward: 576.36 | Epsilon: 0.05
Episode 1130/2000 | Reward: 610.71 | Epsilon: 0.05
Episode 1131/2000 | Reward: 625.49 | Epsilon: 0.05
Episode 1132/2000 | Reward: 497.60 | Epsilon: 0.05
Episode 1133/2000 | Reward: 483.07 | Epsilon: 0.05
Episode 1134/2000 | Reward: 495.16 | Epsilon: 0.05
Episode 1135/2000 | Reward: 408.67 | Epsilon: 0.05
Episode 1136/2000 | Reward: 32.31 | Epsilon: 0.05
Episode 1137/2000 | Reward: 561.76 | Epsilon: 0.05
Episode 1138/2000 | Reward: 665.31 | Epsilon: 0.05
Episode 1139/2000 | Reward: 854.02 | Epsilon: 0.05
Episode 1140/2000 | Reward: 208.30 | Epsilon: 0.05
Episode 1141/2000 | Reward: 547.76 | Epsilon: 0.05
Episode 1142/2000 | Reward: 570.89 | Epsilon: 0.05
Episode 1143/2000 | Reward: 634.43 | Epsilon: 0.05
Episode 1144/2000 | Reward: 566.67 | Epsilon: 0.05
Episode 1145/2000 | Reward: 329.02 | Epsilon: 0.05
Episode 1146/2000 | Reward: 720.61 | Epsilon: 0.05
Episode 1147/2000 | Reward: 311.35 | Epsilon: 0.05
Episode 1148/2000 | Reward: 638.52 | Epsilon: 0.05
Episode 1149/2000 | Reward: 233.33 | Epsilon: 0.05
Episode 1150/2000 | Reward: 418.77 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1150.h5
Episode 1151/2000 | Reward: 547.94 | Epsilon: 0.05
Episode 1152/2000 | Reward: 215.97 | Epsilon: 0.05
Episode 1153/2000 | Reward: 341.47 | Epsilon: 0.05
Episode 1154/2000 | Reward: 229.93 | Epsilon: 0.05
Episode 1155/2000 | Reward: 552.87 | Epsilon: 0.05
Episode 1156/2000 | Reward: 386.24 | Epsilon: 0.05
Episode 1157/2000 | Reward: 386.07 | Epsilon: 0.05
Episode 1158/2000 | Reward: 851.75 | Epsilon: 0.05
Episode 1159/2000 | Reward: 728.67 | Epsilon: 0.05
Episode 1160/2000 | Reward: 432.65 | Epsilon: 0.05
Episode 1161/2000 | Reward: 494.41 | Epsilon: 0.05
Episode 1162/2000 | Reward: 713.56 | Epsilon: 0.05
Episode 1163/2000 | Reward: 675.44 | Epsilon: 0.05
Episode 1164/2000 | Reward: 609.90 | Epsilon: 0.05
Episode 1165/2000 | Reward: 284.62 | Epsilon: 0.05
Episode 1166/2000 | Reward: 335.81 | Epsilon: 0.05
Episode 1167/2000 | Reward: 430.41 | Epsilon: 0.05
Episode 1168/2000 | Reward: 522.42 | Epsilon: 0.05
Episode 1169/2000 | Reward: 333.45 | Epsilon: 0.05
Episode 1170/2000 | Reward: 240.21 | Epsilon: 0.05
Episode 1171/2000 | Reward: 475.29 | Epsilon: 0.05
Episode 1172/2000 | Reward: 442.86 | Epsilon: 0.05
Episode 1173/2000 | Reward: 763.64 | Epsilon: 0.05
Episode 1174/2000 | Reward: 658.24 | Epsilon: 0.05
Episode 1175/2000 | Reward: 690.38 | Epsilon: 0.05
Episode 1176/2000 | Reward: 622.22 | Epsilon: 0.05
Episode 1177/2000 | Reward: 535.51 | Epsilon: 0.05
Episode 1178/2000 | Reward: 510.56 | Epsilon: 0.05
Episode 1179/2000 | Reward: 501.33 | Epsilon: 0.05
Episode 1180/2000 | Reward: 401.50 | Epsilon: 0.05
Episode 1181/2000 | Reward: 215.44 | Epsilon: 0.05
Episode 1182/2000 | Reward: 745.49 | Epsilon: 0.05
Episode 1183/2000 | Reward: 448.29 | Epsilon: 0.05
Episode 1184/2000 | Reward: 300.00 | Epsilon: 0.05
Episode 1185/2000 | Reward: 196.41 | Epsilon: 0.05
Episode 1186/2000 | Reward: 360.48 | Epsilon: 0.05
Episode 1187/2000 | Reward: 448.04 | Epsilon: 0.05
Episode 1188/2000 | Reward: 442.76 | Epsilon: 0.05
Episode 1189/2000 | Reward: 727.92 | Epsilon: 0.05
Episode 1190/2000 | Reward: 422.06 | Epsilon: 0.05
Episode 1191/2000 | Reward: 472.99 | Epsilon: 0.05
Episode 1192/2000 | Reward: 466.27 | Epsilon: 0.05
Episode 1193/2000 | Reward: 582.27 | Epsilon: 0.05
Episode 1194/2000 | Reward: 617.17 | Epsilon: 0.05
Episode 1195/2000 | Reward: 509.67 | Epsilon: 0.05
Episode 1196/2000 | Reward: 595.04 | Epsilon: 0.05
Episode 1197/2000 | Reward: 360.14 | Epsilon: 0.05
Episode 1198/2000 | Reward: 600.96 | Epsilon: 0.05
Episode 1199/2000 | Reward: 265.67 | Epsilon: 0.05
Episode 1200/2000 | Reward: 256.69 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1200.h5
Episode 1201/2000 | Reward: 269.09 | Epsilon: 0.05
Episode 1202/2000 | Reward: 213.53 | Epsilon: 0.05
Episode 1203/2000 | Reward: 470.99 | Epsilon: 0.05
Episode 1204/2000 | Reward: 506.74 | Epsilon: 0.05
Episode 1205/2000 | Reward: 443.25 | Epsilon: 0.05
Episode 1206/2000 | Reward: 414.18 | Epsilon: 0.05
Episode 1207/2000 | Reward: 464.58 | Epsilon: 0.05
Episode 1208/2000 | Reward: 570.29 | Epsilon: 0.05
Episode 1209/2000 | Reward: 370.59 | Epsilon: 0.05
Episode 1210/2000 | Reward: 584.39 | Epsilon: 0.05
Episode 1211/2000 | Reward: 374.92 | Epsilon: 0.05
Episode 1212/2000 | Reward: 349.12 | Epsilon: 0.05
Episode 1213/2000 | Reward: 669.55 | Epsilon: 0.05
Episode 1214/2000 | Reward: 553.71 | Epsilon: 0.05
Episode 1215/2000 | Reward: 555.30 | Epsilon: 0.05
Episode 1216/2000 | Reward: 447.30 | Epsilon: 0.05
Episode 1217/2000 | Reward: 497.44 | Epsilon: 0.05
Episode 1218/2000 | Reward: 267.65 | Epsilon: 0.05
Episode 1219/2000 | Reward: 714.69 | Epsilon: 0.05
Episode 1220/2000 | Reward: 730.51 | Epsilon: 0.05
Episode 1221/2000 | Reward: 694.33 | Epsilon: 0.05
Episode 1222/2000 | Reward: 462.11 | Epsilon: 0.05
Episode 1223/2000 | Reward: 246.63 | Epsilon: 0.05
Episode 1224/2000 | Reward: 660.80 | Epsilon: 0.05
Episode 1225/2000 | Reward: 800.79 | Epsilon: 0.05
Episode 1226/2000 | Reward: 534.22 | Epsilon: 0.05
Episode 1227/2000 | Reward: 436.44 | Epsilon: 0.05
Episode 1228/2000 | Reward: 247.95 | Epsilon: 0.05
Episode 1229/2000 | Reward: 168.04 | Epsilon: 0.05
Episode 1230/2000 | Reward: 395.02 | Epsilon: 0.05
Episode 1231/2000 | Reward: 467.01 | Epsilon: 0.05
Episode 1232/2000 | Reward: 583.02 | Epsilon: 0.05
Episode 1233/2000 | Reward: 545.83 | Epsilon: 0.05
Episode 1234/2000 | Reward: 641.94 | Epsilon: 0.05
Episode 1235/2000 | Reward: 820.69 | Epsilon: 0.05
Episode 1236/2000 | Reward: 555.05 | Epsilon: 0.05
Episode 1237/2000 | Reward: 335.25 | Epsilon: 0.05
